file,total_tokens,hit_tokens,static_prefix_tokens,cache_hit_ratio,static_prefix_ratio,group,error
../../conversations_split_split/conversation_275_044.jsonl,155357,155233,12818,0.9992,0.0825,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_045.jsonl,155482,155356,12818,0.9992,0.0824,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_046.jsonl,155624,155481,12818,0.9991,0.0824,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_047.jsonl,155795,155623,12818,0.9989,0.0823,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_048.jsonl,155942,155794,12818,0.9991,0.0822,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_049.jsonl,156054,155941,12818,0.9993,0.0821,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_050.jsonl,156166,156053,12818,0.9993,0.0821,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_051.jsonl,156279,156165,12818,0.9993,0.082,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_052.jsonl,156393,156278,12818,0.9993,0.082,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_053.jsonl,156508,156392,12818,0.9993,0.0819,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_054.jsonl,156636,156507,12818,0.9992,0.0818,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_055.jsonl,157164,156635,12818,0.9966,0.0816,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_056.jsonl,157317,157163,12818,0.999,0.0815,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_057.jsonl,157473,157316,12818,0.999,0.0814,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_058.jsonl,157598,157472,12818,0.9992,0.0813,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_059.jsonl,157726,157597,12818,0.9992,0.0813,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_060.jsonl,157851,157725,12818,0.9992,0.0812,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_061.jsonl,158031,157850,12818,0.9989,0.0811,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_062.jsonl,160412,158030,12818,0.9852,0.0799,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_063.jsonl,160832,160411,12818,0.9974,0.0797,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_064.jsonl,161161,160831,12818,0.998,0.0795,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_065.jsonl,161291,161160,12818,0.9992,0.0795,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_066.jsonl,161443,161290,12818,0.9991,0.0794,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_067.jsonl,161591,161442,12818,0.9991,0.0793,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_068.jsonl,161951,161590,12818,0.9978,0.0791,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_069.jsonl,162132,161950,12818,0.9989,0.0791,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_070.jsonl,166481,162131,12818,0.9739,0.077,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_071.jsonl,191168,166480,12818,0.8709,0.0671,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_275_072.jsonl,191954,191168,12818,0.9959,0.0668,a1208b7a50b034b7d70bce3b868f0bfc,
../../conversations_split_split/conversation_267_001.jsonl,13299,0,13299,0.0,1.0,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_002.jsonl,13886,13298,13299,0.9577,0.9577,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_003.jsonl,16598,13885,13299,0.8365,0.8012,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_004.jsonl,24430,16597,13299,0.6794,0.5444,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_005.jsonl,31911,24429,13299,0.7655,0.4168,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_006.jsonl,32202,31910,13299,0.9909,0.413,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_007.jsonl,40140,32201,13299,0.8022,0.3313,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_008.jsonl,42452,40139,13299,0.9455,0.3133,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_009.jsonl,44214,42451,13299,0.9601,0.3008,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_010.jsonl,57871,44213,13299,0.764,0.2298,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_011.jsonl,58683,57870,13299,0.9861,0.2266,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_012.jsonl,61127,58682,13299,0.96,0.2176,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_013.jsonl,68313,61126,13299,0.8948,0.1947,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_014.jsonl,74068,68312,13299,0.9223,0.1796,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_015.jsonl,74564,74067,13299,0.9933,0.1784,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_016.jsonl,78046,74563,13299,0.9554,0.1704,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_017.jsonl,78731,78045,13299,0.9913,0.1689,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_018.jsonl,79948,78730,13299,0.9848,0.1663,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_019.jsonl,80272,79947,13299,0.996,0.1657,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_020.jsonl,80711,80271,13299,0.9945,0.1648,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_021.jsonl,81064,80710,13299,0.9956,0.1641,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_022.jsonl,86760,81063,13299,0.9343,0.1533,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_023.jsonl,88598,86759,13299,0.9792,0.1501,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_024.jsonl,91937,88597,13299,0.9637,0.1447,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_025.jsonl,100254,91936,13299,0.917,0.1327,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_026.jsonl,144541,100253,13299,0.6936,0.092,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_027.jsonl,145796,144540,13299,0.9914,0.0912,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_028.jsonl,146688,145795,13299,0.9939,0.0907,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_029.jsonl,146925,146687,13299,0.9984,0.0905,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_030.jsonl,148294,146924,13299,0.9908,0.0897,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_031.jsonl,149128,148293,13299,0.9944,0.0892,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_032.jsonl,150432,149127,13299,0.9913,0.0884,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_033.jsonl,151095,150431,13299,0.9956,0.088,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_034.jsonl,151395,151094,13299,0.998,0.0878,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_035.jsonl,153261,151394,13299,0.9878,0.0868,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_036.jsonl,155099,153260,13299,0.9881,0.0857,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_037.jsonl,155510,155098,13299,0.9974,0.0855,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_038.jsonl,159017,155509,13299,0.9779,0.0836,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_039.jsonl,162744,159016,13299,0.9771,0.0817,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_040.jsonl,164001,162743,13299,0.9923,0.0811,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_041.jsonl,165219,164000,13299,0.9926,0.0805,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_042.jsonl,169523,165218,13299,0.9746,0.0784,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_043.jsonl,180103,169522,13299,0.9413,0.0738,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_044.jsonl,181666,180102,13299,0.9914,0.0732,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_045.jsonl,181813,181665,13299,0.9992,0.0731,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_046.jsonl,181931,181812,13299,0.9993,0.0731,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_047.jsonl,182044,181930,13299,0.9994,0.0731,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_048.jsonl,182123,182043,13299,0.9996,0.073,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_049.jsonl,186559,182122,13299,0.9762,0.0713,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_050.jsonl,186738,186558,13299,0.999,0.0712,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_051.jsonl,186855,186737,13299,0.9994,0.0712,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_052.jsonl,186974,186854,13299,0.9994,0.0711,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_053.jsonl,187505,186973,13299,0.9972,0.0709,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_054.jsonl,187845,187504,13299,0.9982,0.0708,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_055.jsonl,188039,187844,13299,0.999,0.0707,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_056.jsonl,188596,188038,13299,0.997,0.0705,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_057.jsonl,188910,188595,13299,0.9983,0.0704,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_058.jsonl,189033,188909,13299,0.9993,0.0704,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_059.jsonl,189527,189032,13299,0.9974,0.0702,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_060.jsonl,189743,189526,13299,0.9989,0.0701,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_061.jsonl,190157,189742,13299,0.9978,0.0699,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_062.jsonl,190415,190156,13299,0.9986,0.0698,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_063.jsonl,191014,190414,13299,0.9969,0.0696,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_064.jsonl,191180,191013,13299,0.9991,0.0696,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_065.jsonl,191827,191179,13299,0.9966,0.0693,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_066.jsonl,192334,191826,13299,0.9974,0.0691,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_067.jsonl,192476,192333,13299,0.9993,0.0691,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_068.jsonl,193915,192475,13299,0.9926,0.0686,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_069.jsonl,194048,193914,13299,0.9993,0.0685,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_070.jsonl,194160,194047,13299,0.9994,0.0685,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_071.jsonl,194407,194159,13299,0.9987,0.0684,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_072.jsonl,194747,194406,13299,0.9982,0.0683,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_073.jsonl,195045,194746,13299,0.9985,0.0682,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_074.jsonl,195217,195044,13299,0.9991,0.0681,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_075.jsonl,195837,195216,13299,0.9968,0.0679,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_076.jsonl,196331,195836,13299,0.9975,0.0677,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_077.jsonl,196698,196330,13299,0.9981,0.0676,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_078.jsonl,197013,196697,13299,0.9984,0.0675,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_079.jsonl,197357,197012,13299,0.9983,0.0674,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_267_080.jsonl,198458,197357,13299,0.9945,0.067,c726589d084ee1e1aa00a1b534b42cb0,
../../conversations_split_split/conversation_280_001.jsonl,12805,0,12805,0.0,1.0,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_002.jsonl,27154,12804,12805,0.4715,0.4716,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_003.jsonl,27453,27153,12805,0.9891,0.4664,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_004.jsonl,31902,27452,12805,0.8605,0.4014,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_005.jsonl,36684,31901,12805,0.8696,0.3491,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_006.jsonl,49662,36683,12805,0.7387,0.2578,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_007.jsonl,54117,49661,12805,0.9177,0.2366,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_008.jsonl,62112,54116,12805,0.8713,0.2062,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_009.jsonl,65321,62111,12805,0.9509,0.196,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_010.jsonl,69575,65320,12805,0.9388,0.184,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_011.jsonl,75946,69574,12805,0.9161,0.1686,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_012.jsonl,77507,75945,12805,0.9798,0.1652,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_013.jsonl,77729,77506,12805,0.9971,0.1647,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_014.jsonl,81251,77728,12805,0.9566,0.1576,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_015.jsonl,81864,81250,12805,0.9925,0.1564,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_016.jsonl,84479,81863,12805,0.969,0.1516,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_017.jsonl,87262,84478,12805,0.9681,0.1467,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_018.jsonl,87682,87261,12805,0.9952,0.146,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_019.jsonl,97138,87681,12805,0.9026,0.1318,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_020.jsonl,99529,97137,12805,0.976,0.1287,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_021.jsonl,100423,99528,12805,0.9911,0.1275,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_022.jsonl,101343,100422,12805,0.9909,0.1264,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_023.jsonl,105087,101342,12805,0.9644,0.1219,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_024.jsonl,106910,105086,12805,0.9829,0.1198,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_025.jsonl,107502,106909,12805,0.9945,0.1191,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_026.jsonl,110805,107501,12805,0.9702,0.1156,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_027.jsonl,111459,110804,12805,0.9941,0.1149,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_028.jsonl,111715,111458,12805,0.9977,0.1146,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_029.jsonl,111865,111714,12805,0.9987,0.1145,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_030.jsonl,112074,111864,12805,0.9981,0.1143,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_031.jsonl,112477,112073,12805,0.9964,0.1138,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_032.jsonl,113261,112476,12805,0.9931,0.1131,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_033.jsonl,113598,113260,12805,0.997,0.1127,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_034.jsonl,114337,113597,12805,0.9935,0.112,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_035.jsonl,114670,114336,12805,0.9971,0.1117,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_036.jsonl,116253,114669,12805,0.9864,0.1101,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_037.jsonl,120533,116252,12805,0.9645,0.1062,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_038.jsonl,120813,120532,12805,0.9977,0.106,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_039.jsonl,121056,120812,12805,0.998,0.1058,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_040.jsonl,121170,121055,12805,0.9991,0.1057,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_041.jsonl,121289,121169,12805,0.999,0.1056,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_042.jsonl,121407,121288,12805,0.999,0.1055,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_043.jsonl,121524,121406,12805,0.999,0.1054,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_044.jsonl,121700,121523,12805,0.9985,0.1052,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_045.jsonl,121798,121699,12805,0.9992,0.1051,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_046.jsonl,122023,121797,12805,0.9981,0.1049,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_047.jsonl,122196,122022,12805,0.9986,0.1048,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_048.jsonl,122394,122195,12805,0.9984,0.1046,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_049.jsonl,128158,122393,12805,0.955,0.0999,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_280_050.jsonl,129048,128158,12805,0.9931,0.0992,f7ee295309009fac2955272e6638fa2f,
../../conversations_split_split/conversation_282_001.jsonl,12932,0,12932,0.0,1.0,4f91f584bae8283c8d93b983e15cae8b,
../../conversations_split_split/conversation_282_002.jsonl,15439,12931,12932,0.8376,0.8376,4f91f584bae8283c8d93b983e15cae8b,
../../conversations_split_split/conversation_282_003.jsonl,20695,15438,12932,0.746,0.6249,4f91f584bae8283c8d93b983e15cae8b,
../../conversations_split_split/conversation_282_004.jsonl,25723,20694,12932,0.8045,0.5027,4f91f584bae8283c8d93b983e15cae8b,
../../conversations_split_split/conversation_282_005.jsonl,27250,25722,12932,0.9439,0.4746,4f91f584bae8283c8d93b983e15cae8b,
../../conversations_split_split/conversation_282_006.jsonl,30005,27249,12932,0.9081,0.431,4f91f584bae8283c8d93b983e15cae8b,
../../conversations_split_split/conversation_282_007.jsonl,32645,30004,12932,0.9191,0.3961,4f91f584bae8283c8d93b983e15cae8b,
../../conversations_split_split/conversation_282_008.jsonl,36628,32644,12932,0.8912,0.3531,4f91f584bae8283c8d93b983e15cae8b,
../../conversations_split_split/conversation_282_009.jsonl,38446,36627,12932,0.9527,0.3364,4f91f584bae8283c8d93b983e15cae8b,
../../conversations_split_split/conversation_282_010.jsonl,38847,38445,12932,0.9897,0.3329,4f91f584bae8283c8d93b983e15cae8b,
../../conversations_split_split/conversation_282_011.jsonl,54866,38846,12932,0.708,0.2357,4f91f584bae8283c8d93b983e15cae8b,
../../conversations_split_split/conversation_282_012.jsonl,74364,54865,12932,0.7378,0.1739,4f91f584bae8283c8d93b983e15cae8b,
../../conversations_split_split/conversation_282_013.jsonl,75486,74363,12932,0.9851,0.1713,4f91f584bae8283c8d93b983e15cae8b,
../../conversations_split_split/conversation_282_014.jsonl,76660,75485,12932,0.9847,0.1687,4f91f584bae8283c8d93b983e15cae8b,
../../conversations_split_split/conversation_282_015.jsonl,77975,76659,12932,0.9831,0.1658,4f91f584bae8283c8d93b983e15cae8b,
../../conversations_split_split/conversation_282_016.jsonl,78490,77974,12932,0.9934,0.1648,4f91f584bae8283c8d93b983e15cae8b,
../../conversations_split_split/conversation_282_017.jsonl,87067,78489,12932,0.9015,0.1485,4f91f584bae8283c8d93b983e15cae8b,
../../conversations_split_split/conversation_282_018.jsonl,87767,87067,12932,0.992,0.1473,4f91f584bae8283c8d93b983e15cae8b,
../../conversations_split_split/conversation_288_001.jsonl,13181,0,13181,0.0,1.0,94d85a867bce5e62a1dab896152ce5f1,
../../conversations_split_split/conversation_288_002.jsonl,16112,13180,13181,0.818,0.8181,94d85a867bce5e62a1dab896152ce5f1,
../../conversations_split_split/conversation_288_003.jsonl,23136,16111,13181,0.6964,0.5697,94d85a867bce5e62a1dab896152ce5f1,
../../conversations_split_split/conversation_288_004.jsonl,24033,23135,13181,0.9626,0.5485,94d85a867bce5e62a1dab896152ce5f1,
../../conversations_split_split/conversation_288_005.jsonl,29679,24032,13181,0.8097,0.4441,94d85a867bce5e62a1dab896152ce5f1,
../../conversations_split_split/conversation_288_006.jsonl,31825,29678,13181,0.9325,0.4142,94d85a867bce5e62a1dab896152ce5f1,
../../conversations_split_split/conversation_288_007.jsonl,35783,31824,13181,0.8894,0.3684,94d85a867bce5e62a1dab896152ce5f1,
../../conversations_split_split/conversation_288_008.jsonl,36568,35782,13181,0.9785,0.3605,94d85a867bce5e62a1dab896152ce5f1,
../../conversations_split_split/conversation_288_009.jsonl,37082,36567,13181,0.9861,0.3555,94d85a867bce5e62a1dab896152ce5f1,
../../conversations_split_split/conversation_288_010.jsonl,37255,37081,13181,0.9953,0.3538,94d85a867bce5e62a1dab896152ce5f1,
../../conversations_split_split/conversation_288_011.jsonl,37645,37254,13181,0.9896,0.3501,94d85a867bce5e62a1dab896152ce5f1,
../../conversations_split_split/conversation_288_012.jsonl,37767,37644,13181,0.9967,0.349,94d85a867bce5e62a1dab896152ce5f1,
../../conversations_split_split/conversation_288_013.jsonl,38384,37766,13181,0.9839,0.3434,94d85a867bce5e62a1dab896152ce5f1,
../../conversations_split_split/conversation_288_014.jsonl,38940,38383,13181,0.9857,0.3385,94d85a867bce5e62a1dab896152ce5f1,
../../conversations_split_split/conversation_288_015.jsonl,39699,38939,13181,0.9809,0.332,94d85a867bce5e62a1dab896152ce5f1,
../../conversations_split_split/conversation_288_016.jsonl,40287,39698,13181,0.9854,0.3272,94d85a867bce5e62a1dab896152ce5f1,
../../conversations_split_split/conversation_288_017.jsonl,40743,40286,13181,0.9888,0.3235,94d85a867bce5e62a1dab896152ce5f1,
../../conversations_split_split/conversation_288_018.jsonl,41196,40742,13181,0.989,0.32,94d85a867bce5e62a1dab896152ce5f1,
../../conversations_split_split/conversation_288_019.jsonl,41410,41195,13181,0.9948,0.3183,94d85a867bce5e62a1dab896152ce5f1,
../../conversations_split_split/conversation_288_020.jsonl,41957,41409,13181,0.9869,0.3142,94d85a867bce5e62a1dab896152ce5f1,
../../conversations_split_split/conversation_288_021.jsonl,42351,41956,13181,0.9907,0.3112,94d85a867bce5e62a1dab896152ce5f1,
../../conversations_split_split/conversation_288_022.jsonl,42726,42350,13181,0.9912,0.3085,94d85a867bce5e62a1dab896152ce5f1,
../../conversations_split_split/conversation_288_023.jsonl,42893,42725,13181,0.9961,0.3073,94d85a867bce5e62a1dab896152ce5f1,
../../conversations_split_split/conversation_288_024.jsonl,43136,42892,13181,0.9943,0.3056,94d85a867bce5e62a1dab896152ce5f1,
../../conversations_split_split/conversation_288_025.jsonl,43268,43135,13181,0.9969,0.3046,94d85a867bce5e62a1dab896152ce5f1,
../../conversations_split_split/conversation_288_026.jsonl,43533,43268,13181,0.9939,0.3028,94d85a867bce5e62a1dab896152ce5f1,
../../conversations_split_split/conversation_284_001.jsonl,12767,0,12767,0.0,1.0,a72252ad37785b8fbd615ac8ef7fee1a,
../../conversations_split_split/conversation_284_002.jsonl,13999,12766,12767,0.9119,0.912,a72252ad37785b8fbd615ac8ef7fee1a,
../../conversations_split_split/conversation_284_003.jsonl,18720,13998,12767,0.7478,0.682,a72252ad37785b8fbd615ac8ef7fee1a,
../../conversations_split_split/conversation_284_004.jsonl,27481,18719,12767,0.6812,0.4646,a72252ad37785b8fbd615ac8ef7fee1a,
../../conversations_split_split/conversation_284_005.jsonl,29530,27480,12767,0.9306,0.4323,a72252ad37785b8fbd615ac8ef7fee1a,
../../conversations_split_split/conversation_284_006.jsonl,30766,29529,12767,0.9598,0.415,a72252ad37785b8fbd615ac8ef7fee1a,
../../conversations_split_split/conversation_284_007.jsonl,31185,30765,12767,0.9865,0.4094,a72252ad37785b8fbd615ac8ef7fee1a,
../../conversations_split_split/conversation_284_008.jsonl,31750,31184,12767,0.9822,0.4021,a72252ad37785b8fbd615ac8ef7fee1a,
../../conversations_split_split/conversation_284_009.jsonl,32027,31749,12767,0.9913,0.3986,a72252ad37785b8fbd615ac8ef7fee1a,
../../conversations_split_split/conversation_284_010.jsonl,32515,32026,12767,0.985,0.3926,a72252ad37785b8fbd615ac8ef7fee1a,
../../conversations_split_split/conversation_284_011.jsonl,34399,32514,12767,0.9452,0.3711,a72252ad37785b8fbd615ac8ef7fee1a,
